"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
2440041,44000,1652278,26351,136,NA,2005,78,"Low","9/11/2007 0:00","DC75","DC75","","","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Ohio","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1299544,15000,1191213,1592,132,4,1978,NA,"","2/6/1990 0:00","D5LGP","D5","","","LGP","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
2429851,7000,1718881,9562,136,NA,1994,0,"","4/4/2009 0:00","853","853","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Massachusetts","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1755281,37500,1175735,9039,132,1,1999,NA,"","2/23/2007 0:00","PC120","PC120","","","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 10""","None or Unspecified","None or Unspecified","Double","","","","",""
2393868,20000,1661442,5178,136,NA,1999,0,"","2/11/2008 0:00","65Z","65","Z","","","","Wheel Loader - 120.0 to 135.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","Manual","","","","","","","","","","","","","Standard","Conventional"
1737765,30000,1400956,410,132,1,1985,NA,"","3/30/1995 0:00","PC220-3","PC220","","-3","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Hydraulic","None or Unspecified","Triple","","","","",""
1456388,40000,1211250,4147,132,1,1978,NA,"","2/23/2006 0:00","D8K","D8","K","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
2356404,36000,1714477,1910,136,1,2004,2030,"Medium","10/15/2008 0:00","700HLGP","700","H","","LGP","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1774341,11300,1350060,166,132,22,1000,NA,"","6/8/2002 0:00","D21P-6","D21","P","-6","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Minnesota","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1204845,94000,1027248,18174,121,3,2006,3192,"Medium","8/12/2010 0:00","EC360BLC","EC360","B","","LC","Large / Medium","Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons","Colorado","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","Hydraulic","","","","Steel","None or Unspecified","10' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
1300958,14000,1314588,4123,132,2,1970,NA,"","10/4/1997 0:00","D6C","D6","C","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Pennsylvania","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1263855,8250,437651,3224,132,2,1985,NA,"","8/5/2000 0:00","780B","780","B","","","","Backhoe Loader - 16.0 + Ft Standard Digging Depth","Maine","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1533007,22750,1186203,7052,132,5,1996,NA,"","6/26/2004 0:00","307","307","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Connecticut","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","18 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1372370,15000,1337757,4112,132,4,1986,4600,"Medium","2/6/1997 0:00","D5B","D5","B","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1316910,33000,1317992,1532,132,1,1990,NA,"","9/20/1994 0:00","D3CLGP","D3","C","","LGP","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1746409,10500,1210714,530,132,1,1993,NA,"","12/4/2002 0:00","PC60-6","PC60","","-6","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","North Carolina","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
4252504,27000,2313550,13247,172,1,2005,1816,"Low","12/6/2011 0:00","580MII","580","M","II","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Georgia","BL","Backhoe Loaders","Two Wheel Drive","EROPS w AC","None or Unspecified","None or Unspecified","Yes","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1500959,34000,1339602,3537,132,2,1996,NA,"","4/10/1999 0:00","416B","416","B","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Illinois","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2282783,15500,988500,7043,136,1,2002,1397,"Low","12/13/2007 0:00","303.5","303.5","","","","Mini","Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons","Colorado","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","Manual","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","Yes","Double","","","","",""
1405910,18000,27028,43,132,11,1991,NA,"","9/30/1998 0:00","416II","416","","II","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Mississippi","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1827051,24000,1422148,12267,132,5,1995,NA,"","1/21/2005 0:00","SL120-2","SL120","","-2","","","Wheel Loader - 120.0 to 135.0 Horsepower","Connecticut","WL","Wheel Loader","","EROPS","Yes","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2263672,10500,1530813,4200,136,5,1989,0,"","3/26/2009 0:00","E120B","E120","B","","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Connecticut","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","24 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1175608,84000,156740,23931,121,3,1995,11006,"High","5/20/2005 0:00","140HNA","140","H","","","","Motorgrader - 170.0 to 200.0 Horsepower","Georgia","MG","Motor Graders","No","EROPS w AC","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","Low Profile","Variable","Base + 1 Function","None or Unspecified","None or Unspecified","Yes","None or Unspecified","14""","","","","","","","","","","","","","","",""
1466366,29500,1241285,2751,132,6,1991,NA,"","12/15/1997 0:00","D4CII","D4","C","II","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Kentucky","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","3 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1406279,17000,1146836,43,132,1,1992,NA,"","6/23/2005 0:00","416II","416","","II","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Washington","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","Street","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2370527,37000,1153010,2801,136,1,1000,0,"","3/16/2010 0:00","EX450LC5","EX450","","LC","5","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Tennessee","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","11' 0""","None or Unspecified","None or Unspecified","Double","","","","",""
1657766,14000,551921,8556,132,14,1000,NA,"","3/29/2000 0:00","FD8","FD8","","","","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Indiana","TTT","Track Type Tractors","","EROPS w AC","","","","","Standard","","","","","","2 Valve","","Single Shank","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1642833,35000,1094079,4666,132,2,2004,NA,"","5/27/2008 0:00","450H","450","H","","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1544454,57500,1226052,1218,132,99,2004,NA,"","6/17/2010 0:00","325CL","325","C","","L","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Iowa","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","Hydraulic","","","","Steel","None or Unspecified","10' 2""","None or Unspecified","None or Unspecified","Double","","","","",""
1338229,18000,1404756,7052,132,4,1995,NA,"","2/17/2001 0:00","307","307","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1288555,16500,1191781,3171,132,1,2000,NA,"","12/13/2006 0:00","580L","580","L","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Maryland","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2590663,25000,901586,3542,149,13,2004,3281,"Medium","6/19/2010 0:00","420D","420","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Tennessee","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","Reversible","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1363876,18000,1243791,7267,132,1,1979,NA,"","8/31/1999 0:00","930","930","","","","","Wheel Loader - 100.0 to 110.0 Horsepower","California","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1689496,105000,1373094,15330,132,7,2006,NA,"","6/8/2011 0:00","ZX450LC3","ZX450","","LC","3","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Alabama","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","36 inch","12' 8""","None or Unspecified","None or Unspecified","Triple","","","","",""
1325454,9750,1043553,6976,132,99,1971,NA,"","6/28/1994 0:00","140","140","","","","","Motorgrader - 145.0 to 170.0 Horsepower","Texas","MG","Motor Graders","No","EROPS","","","","","None or Unspecified","","None or Unspecified","14'","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","Sideshift & Tip","14""","","","","","","","","","","","","","","",""
4280445,22000,1358381,3416,172,1,1993,15257,"Medium","9/21/2010 0:00","235D","235","D","","","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Hydraulic","None or Unspecified","Double","","","","",""
1323296,43000,1359771,3819,132,6,1981,NA,"","10/10/1995 0:00","950B","950","B","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","North Carolina","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1755027,18500,1335690,265,132,8,1996,NA,"","7/31/2004 0:00","D65PX-12","D65","PX","-12","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Ohio","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1794771,9000,1474999,9560,132,1,1987,NA,"","5/30/1996 0:00","843","843","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","California","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1538604,85000,604814,1169,132,8,2000,NA,"","11/17/2004 0:00","320CL","320","C","","L","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Mississippi","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
1404996,22000,742559,7110,132,1,1988,NA,"","2/19/1998 0:00","416","416","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","California","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","Street","No","Extended","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
1481037,9000,1401018,7291,132,1,1969,NA,"","10/11/2002 0:00","988","988","","","","Large","Wheel Loader - 350.0 to 500.0 Horsepower","Minnesota","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","29.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1473124,19000,1284637,7511,132,21,1991,NA,"","4/30/1998 0:00","E70","E70","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Maine","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1271978,7500,1424491,3112,132,2,1996,NA,"","3/17/2004 0:00","1845C","1845","C","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Texas","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2526818,9000,1331480,7267,149,1,1978,0,"","4/6/2011 0:00","930","930","","","","","Wheel Loader - 100.0 to 110.0 Horsepower","Oregon","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1455832,25000,1239010,4147,132,1,1977,NA,"","9/24/2003 0:00","D8K","D8","K","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Maryland","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
1188681,47000,1042217,2144,121,3,2006,3140,"Medium","3/26/2009 0:00","SK210LC","SK210","","","LC","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","Manual","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1822369,17500,1468457,5640,132,6,1987,2100,"Low","10/17/1996 0:00","655A","655","A","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","New Mexico","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1774382,21000,1265086,269,132,1,1000,NA,"","3/14/2000 0:00","D68P-1","D68","P","-1","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1690360,25000,1491099,11585,132,5,1992,NA,"","3/6/1999 0:00","EX100-2","EX100","","-2","","Small","Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons","Connecticut","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1758756,14000,1229767,2292,132,2,1000,NA,"","11/9/2001 0:00","PC75UU","PC75","UU","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Wisconsin","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2325561,37000,1707358,4505,136,NA,1000,0,"","6/6/2007 0:00","720A","720","A","","","","Motorgrader - 145.0 to 170.0 Horsepower","Texas","MG","Motor Graders","No","EROPS w AC","","","","","Powershift","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","Yes","Tip","14""","","","","","","","","","","","","","","",""
4387029,14500,2302220,17849,172,1,2005,968,"Low","9/28/2011 0:00","SKL814","SKL814","","","","Compact","Wheel Loader - 40.0 to 60.0 Horsepower","Tennessee","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1686109,27500,1348061,1991,132,1,1000,NA,"","4/11/2007 0:00","EX300-3LC","EX300","","-3LC","","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1361748,81000,249733,4128,132,6,1990,NA,"","4/11/1995 0:00","D6H","D6","H","","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Maryland","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
1753316,57000,1262825,16691,132,1,2004,NA,"","11/20/2009 0:00","WA320-5","WA320","","-5","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Arizona","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1586663,13500,1480239,22074,132,14,2005,1065,"Medium","12/11/2009 0:00","325","325","","","","","Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity","Indiana","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1198054,47000,1033001,2140,121,3,2005,404,"Low","1/14/2010 0:00","SK160LC","SK160","","","LC","Small","Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","24 inch","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1544087,13500,369381,13391,132,1,2001,NA,"","9/16/2005 0:00","301.8","301.8","","","","Mini","Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons","Nevada","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1318558,35000,1113878,3538,132,1,1997,NA,"","9/19/2001 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Four Wheel Drive","EROPS","Yes","Reversible","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
4314961,54000,2302836,4575,172,1,2004,5724,"Medium","2/15/2011 0:00","200C","200","C","","","Large / Medium","Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1620914,23000,1108711,4763,132,20,1989,NA,"","6/19/2002 0:00","650G","650","G","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Arkansas","TTT","Track Type Tractors","","OROPS","","","","","Powershift","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1903018,8500,1078404,21438,132,1,2002,NA,"","3/29/2007 0:00","35NX","35","NX","","","Mini","Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons","Texas","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1657773,29000,1162176,4962,132,6,1984,NA,"","4/18/1995 0:00","945B","945","B","","","Large","Wheel Loader - 350.0 to 500.0 Horsepower","Kentucky","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1405292,20000,1428768,7110,132,2,1989,NA,"","2/7/1996 0:00","416","416","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1594011,10000,1265729,8127,132,2,1977,NA,"","9/13/2003 0:00","444","444","","","","","Wheel Loader - 90.0 to 100.0 Horsepower","New Jersey","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1212507,13000,1055979,9580,121,3,2005,1430,"Medium","3/10/2011 0:00","T190","T190","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","California","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","Manual","Yes","Yes","Standard","","","","","","","","","","",""
2272335,15000,1171811,3537,136,1,1000,0,"","7/9/2010 0:00","416B","416","B","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","California","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1727908,34500,1077284,9108,132,24,1985,2918,"Low","11/7/1989 0:00","WA200","WA200","","","","","Wheel Loader - 100.0 to 110.0 Horsepower","Georgia","WL","Wheel Loader","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","","","","","","","","","","",""
1688983,29500,1420500,11589,132,2,1000,NA,"","2/5/2006 0:00","EX135UR","EX135","UR","","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1678758,67500,1196186,15328,132,1,2003,NA,"","2/19/2009 0:00","ZX450LC","ZX450","","","LC","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","12' 8""","None or Unspecified","None or Unspecified","Double","","","","",""
1388028,29000,47612,3538,132,1,1999,NA,"","3/21/2001 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1606481,36000,1078921,1907,132,1,1992,NA,"","5/19/2004 0:00","690ELC","690","E","","LC","Large / Medium","Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons","Missouri","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","Manual","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1632896,32500,1295209,4841,132,1,1998,NA,"","5/20/2004 0:00","850C","850","C","","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2651535,66000,1895338,1910,149,2,2005,0,"","6/21/2011 0:00","700HLGP","700","H","","LGP","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
6327991,13000,1823689,20101,149,1,2004,NA,"","11/2/2011 0:00","TL130","TL130","","","","","Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity","Maryland","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","Yes","Standard","","","","","","","","","","",""
1791717,6250,1549270,9528,132,1,1979,NA,"","3/21/2005 0:00","630","630","","","","","Skid Steer Loader - 976.0 to 1251.0 Lb Operating Capacity","Arizona","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
